"id","questionId","optionLetter","optionText","isCorrect"
"10768","1192","D","All of the above","1"
"10769","1193","A","Root","0"
"10770","1193","B","Stem","0"
"10771","1193","C","Leaf","1"
"10772","1193","D","Flower","0"
"10773","1194","A","Hair production","0"
"10774","1194","B","Pigment production","1"
"10775","1194","C","Oil production","0"
"10776","1194","D","Sweat production","0"
"10777","1195","A","Epithelial","0"
"10778","1195","B","Connective","0"
"10779","1195","C","Muscle","0"
"10780","1195","D","Nervous","1"
"10781","1196","A","Light focusing","0"
"10782","1196","B","Eye shape maintenance","1"
"10783","1196","C","Nutrient transport","0"
"10784","1196","D","Light detection","0"
"10785","1197","A","Estrogen","0"
"10786","1197","B","Progesterone","0"
"10787","1197","C","Oxytocin","1"
"10788","1197","D","Prolactin","0"
"10789","1198","A","Digestion","0"
"10790","1198","B","Filtration and excretion","1"
"10791","1198","C","Circulation","0"
"10792","1198","D","Hormone production","0"
"10793","1199","A","Cerebrum","0"
"10794","1199","B","Cerebellum","0"
"10795","1199","C","Hypothalamus","1"
"10796","1199","D","Brain stem","0"
"10797","1200","A","Blood circulation","0"
"10798","1200","B","CSF production","1"
"10799","1200","C","Hormone production","0"
"10800","1200","D","Waste removal","0"
